u,i,ts,label,idx
706,1863,874730293.0,1,83
706,1500,874730293.0,1,84
706,1291,874730293.0,1,85
706,1208,874730320.0,1,86
706,1472,874730320.0,1,87
706,1162,874730320.0,1,88
706,1831,874730342.0,1,89
706,1310,874730370.0,1,90
706,1554,874730370.0,1,91
706,1227,874730370.0,1,92
706,1260,874730370.0,1,93
706,997,874730396.0,1,94
706,1198,874730396.0,1,95
706,1637,874730396.0,1,96
706,1518,874730420.0,1,97
706,1880,874730443.0,1,98
706,1289,874730467.0,1,99
706,1375,874730467.0,1,100
706,1418,874730467.0,1,101
706,1905,874730490.0,1,102
706,1145,874730491.0,1,103
706,1416,874730491.0,1,104
706,1340,874730491.0,1,105
706,1274,874730520.0,1,106
706,1419,874730520.0,1,107
706,1849,874730520.0,1,108
706,965,874730521.0,1,109
706,1993,874730521.0,1,110
706,1534,874730552.0,1,111
706,1298,874730552.0,1,112
706,970,874730552.0,1,113
706,1487,874730553.0,1,114
706,1488,874730553.0,1,115
846,1027,874767408.0,1,116
846,1246,874767408.0,1,117
846,955,874767408.0,1,118
846,1308,874767519.0,1,119
846,1080,874767550.0,1,120
846,1332,874767550.0,1,121
846,1068,874767550.0,1,122
21,1596,874774286.0,1,123
21,1233,874774286.0,1,124
21,995,874774449.0,1,125
21,1088,874774449.0,1,126
21,1033,874774575.0,1,127
21,1389,874774575.0,1,128
21,993,874774575.0,1,129
21,2020,874774575.0,1,130
21,1301,874774718.0,1,131
21,1102,874774719.0,1,132
21,1336,874774815.0,1,133
21,1656,874774956.0,1,134
21,1125,874774956.0,1,135
21,1166,874774956.0,1,136
21,972,874774993.0,1,137
21,1021,874775038.0,1,138
21,1097,874775038.0,1,139
21,1214,874775136.0,1,140
21,1591,874775136.0,1,141
21,1458,874775136.0,1,142
21,1806,874775185.0,1,143
21,1153,874775185.0,1,144
21,1639,874775262.0,1,145
21,1031,874775262.0,1,146
21,1496,874775262.0,1,147
21,1478,874775262.0,1,148
21,956,874775311.0,1,149
21,1347,874775311.0,1,150
21,1475,874775406.0,1,151
21,1308,874775406.0,1,152
21,1190,874775406.0,1,153
21,1480,874775406.0,1,154
21,1250,874775406.0,1,155
21,996,874775406.0,1,156
21,1222,874775465.0,1,157
21,1309,874775465.0,1,158
21,1431,874775465.0,1,159
21,1084,874775535.0,1,160
21,1978,874775535.0,1,161
21,961,874775580.0,1,162
21,1142,874775580.0,1,163
21,1648,874775580.0,1,164
21,1299,874775580.0,1,165
21,954,874775614.0,1,166
21,1725,874775647.0,1,167
21,2107,874775680.0,1,168
21,1249,874775731.0,1,169
21,1080,874775815.0,1,170
21,1816,874775815.0,1,171
21,1499,874775849.0,1,172
21,969,874775914.0,1,173
21,1121,874775914.0,1,174
21,1109,874775945.0,1,175
21,1360,874775945.0,1,176
21,1467,874775980.0,1,177
21,1451,874775980.0,1,178
636,1137,874777260.0,1,179
636,1173,874777440.0,1,180
636,1241,874777491.0,1,181
636,1043,874777491.0,1,182
636,1036,874777528.0,1,183
636,1160,874777528.0,1,184
636,1515,874777528.0,1,185
636,1800,874777583.0,1,186
636,949,874777623.0,1,187
636,1204,874777623.0,1,188
636,1293,874777658.0,1,189
636,1183,874777701.0,1,190
636,1281,874777735.0,1,191
636,1349,874777735.0,1,192
636,1232,874777735.0,1,193
636,1343,874777765.0,1,194
636,1444,874777833.0,1,195
636,1221,874777890.0,1,196
636,1300,874777925.0,1,197
636,1144,874777948.0,1,198
636,1191,874777974.0,1,199
636,1473,874777998.0,1,200
636,991,874778065.0,1,201
636,1535,874778065.0,1,202
636,1367,874778065.0,1,203
636,1340,874778095.0,1,204
636,1576,874778096.0,1,205
636,1037,874778154.0,1,206
636,1180,874778181.0,1,207
636,1590,874778207.0,1,208
636,1494,874778240.0,1,209
636,988,874778240.0,1,210
636,1046,874778240.0,1,211
636,1471,874778274.0,1,212
636,1501,874778274.0,1,213
636,1184,874778274.0,1,214
636,1139,874778274.0,1,215
636,1752,874778299.0,1,216
636,1593,874778299.0,1,217
636,1235,874778345.0,1,218
636,1678,874778345.0,1,219
636,1123,874778366.0,1,220
636,1090,874778424.0,1,221
636,1152,874778479.0,1,222
636,1448,874778479.0,1,223
636,1352,874778479.0,1,224
636,1370,874778479.0,1,225
636,1400,874778479.0,1,226
636,1056,874778515.0,1,227
636,1100,874778515.0,1,228
636,1443,874778515.0,1,229
636,1745,874778568.0,1,230
636,1091,874778568.0,1,231
636,1058,874778569.0,1,232
636,1420,874778569.0,1,233
636,1145,874778569.0,1,234
636,1702,874778569.0,1,235
636,1487,874778612.0,1,236
636,1319,874778612.0,1,237
636,1642,874778612.0,1,238
636,1240,874778612.0,1,239
636,1476,874778613.0,1,240
636,1193,874778696.0,1,241
636,1312,874778722.0,1,242
636,1922,874778756.0,1,243
636,2057,874778756.0,1,244
636,1870,874778756.0,1,245
21,1294,874780832.0,1,246
21,1980,874780860.0,1,247
594,1512,874780864.0,1,248
594,1364,874780864.0,1,249
594,1061,874780909.0,1,250
594,1843,874780945.0,1,251
21,1460,874780969.0,1,252
21,2130,874780996.0,1,253
594,2013,874781004.0,1,254
594,993,874781004.0,1,255
21,1650,874781037.0,1,256
21,2126,874781037.0,1,257
594,1002,874781050.0,1,258
21,1172,874781067.0,1,259
21,2035,874781068.0,1,260
594,996,874781076.0,1,261
594,1133,874781076.0,1,262
594,1077,874781173.0,1,263
594,1331,874781173.0,1,264
21,1034,874781198.0,1,265
21,2347,874781198.0,1,266
21,1160,874781198.0,1,267
21,1173,874781198.0,1,268
21,1398,874781198.0,1,269
594,1539,874781207.0,1,270
21,1511,874781257.0,1,271
21,1046,874781257.0,1,272
21,978,874781257.0,1,273
21,1045,874781303.0,1,274
21,1300,874781303.0,1,275
21,1311,874781351.0,1,276
21,1161,874781352.0,1,277
21,1175,874781352.0,1,278
21,1482,874781407.0,1,279
21,1291,874781407.0,1,280
21,1183,874781460.0,1,281
21,965,874781547.0,1,282
21,1623,874781547.0,1,283
21,1375,874781628.0,1,284
21,1352,874781698.0,1,285
21,1036,874781742.0,1,286
21,1261,874781742.0,1,287
21,1621,874781779.0,1,288
21,1808,874781779.0,1,289
21,1491,874781829.0,1,290
21,1367,874781829.0,1,291
21,976,874781872.0,1,292
21,1241,874781915.0,1,293
21,1145,874781915.0,1,294
21,1058,874781994.0,1,295
21,1219,874781994.0,1,296
21,1817,874781994.0,1,297
21,1032,874782022.0,1,298
21,1415,874782022.0,1,299
21,1741,874782068.0,1,300
21,953,874782068.0,1,301
21,1038,874782100.0,1,302
21,1065,874782127.0,1,303
21,1260,874782190.0,1,304
21,1402,874782190.0,1,305
21,1105,874782191.0,1,306
21,1044,874782228.0,1,307
594,1301,874783018.0,1,308
594,956,874783052.0,1,309
594,1012,874783052.0,1,310
594,1344,874783298.0,1,311
594,1639,874783470.0,1,312
594,1021,874784095.0,1,313
154,1088,874784266.0,1,314
154,2058,874784337.0,1,315
154,996,874784337.0,1,316
154,1249,874784338.0,1,317
154,1153,874784385.0,1,318
154,1301,874784440.0,1,319
154,1077,874784440.0,1,320
154,1817,874784440.0,1,321
154,1007,874784440.0,1,322
154,1142,874784466.0,1,323
154,2013,874784466.0,1,324
154,1609,874784466.0,1,325
154,1376,874784497.0,1,326
154,1124,874784538.0,1,327
154,993,874784557.0,1,328
154,1544,874784575.0,1,329
154,968,874784615.0,1,330
154,1080,874784638.0,1,331
154,1966,874784638.0,1,332
154,969,874784668.0,1,333
154,1047,874784668.0,1,334
154,1125,874784712.0,1,335
154,1475,874784972.0,1,336
154,1222,874785024.0,1,337
154,1123,874785165.0,1,338
154,1355,874785165.0,1,339
154,1025,874785194.0,1,340
154,1184,874785233.0,1,341
154,1423,874785233.0,1,342
154,1160,874785233.0,1,343
154,1800,874785348.0,1,344
154,1239,874785447.0,1,345
154,980,874785448.0,1,346
154,1033,874785474.0,1,347
154,1333,874785474.0,1,348
154,1182,874785526.0,1,349
154,1273,874785526.0,1,350
154,1232,874785526.0,1,351
154,1810,874785526.0,1,352
154,1518,874785526.0,1,353
154,1046,874785551.0,1,354
154,1032,874785552.0,1,355
154,1126,874785582.0,1,356
154,1161,874785582.0,1,357
154,1081,874785624.0,1,358
154,1343,874785624.0,1,359
154,973,874785624.0,1,360
154,1045,874785652.0,1,361
154,1511,874785675.0,1,362
154,1139,874785701.0,1,363
154,1200,874785728.0,1,364
154,1069,874785728.0,1,365
154,1044,874785756.0,1,366
154,1305,874785756.0,1,367
154,1716,874785809.0,1,368
154,982,874785809.0,1,369
154,1418,874785809.0,1,370
154,1143,874785809.0,1,371
154,1453,874785843.0,1,372
154,1037,874785843.0,1,373
154,1011,874785843.0,1,374
154,1345,874785843.0,1,375
154,1255,874785843.0,1,376
154,1105,874785889.0,1,377
154,1738,874785889.0,1,378
154,1637,874785926.0,1,379
154,1601,874785926.0,1,380
154,1766,874785926.0,1,381
154,966,874785926.0,1,382
154,1100,874785957.0,1,383
154,1670,874785957.0,1,384
154,1170,874785957.0,1,385
154,1180,874785985.0,1,386
154,975,874786016.0,1,387
154,978,874786016.0,1,388
154,1488,874786037.0,1,389
154,1000,874786066.0,1,390
154,1424,874786098.0,1,391
154,1796,874786098.0,1,392
154,1204,874786098.0,1,393
154,960,874786098.0,1,394
154,1191,874786122.0,1,395
154,1164,874786220.0,1,396
154,970,874786220.0,1,397
154,1159,874786244.0,1,398
38,1101,874786337.0,1,399
38,1596,874786338.0,1,400
38,1039,874786366.0,1,401
38,1042,874786366.0,1,402
38,995,874786392.0,1,403
38,1004,874786392.0,1,404
38,1088,874786392.0,1,405
38,1441,874786419.0,1,406
38,1275,874786419.0,1,407
38,1967,874786419.0,1,408
38,1218,874786419.0,1,409
154,1165,874786438.0,1,410
38,1758,874786439.0,1,411
916,991,874786460.0,1,412
154,1058,874786462.0,1,413
38,1124,874786467.0,1,414
38,1097,874786467.0,1,415
38,1186,874786467.0,1,416
38,1007,874786467.0,1,417
38,996,874786488.0,1,418
154,1001,874786488.0,1,419
154,1286,874786512.0,1,420
154,1367,874786513.0,1,421
38,1085,874786517.0,1,422
38,1153,874786517.0,1,423
38,1806,874786538.0,1,424
38,1084,874786568.0,1,425
38,1133,874786568.0,1,426
38,1047,874786568.0,1,427
38,969,874786568.0,1,428
38,968,874786568.0,1,429
38,1639,874786605.0,1,430
38,1683,874786605.0,1,431
38,993,874786605.0,1,432
38,1350,874786605.0,1,433
38,1326,874786632.0,1,434
38,1148,874786632.0,1,435
38,1434,874786632.0,1,436
38,1064,874786657.0,1,437
38,1805,874786657.0,1,438
38,954,874786657.0,1,439
594,1184,874786664.0,1,440
594,1174,874786664.0,1,441
38,974,874786686.0,1,442
38,1396,874786686.0,1,443
38,1211,874786686.0,1,444
38,1030,874786686.0,1,445
38,1142,874786686.0,1,446
38,1371,874786686.0,1,447
594,1118,874786695.0,1,448
38,1357,874786713.0,1,449
38,1102,874786713.0,1,450
38,1031,874786713.0,1,451
38,1125,874786734.0,1,452
154,1450,874786746.0,1,453
38,1308,874786756.0,1,454
38,1299,874786756.0,1,455
38,1021,874786756.0,1,456
154,1482,874786770.0,1,457
154,1462,874786770.0,1,458
38,1249,874786784.0,1,459
38,1041,874786784.0,1,460
38,1427,874786784.0,1,461
154,1415,874786793.0,1,462
38,1246,874786807.0,1,463
38,1250,874786807.0,1,464
38,1600,874786807.0,1,465
38,1314,874786831.0,1,466
38,1725,874786831.0,1,467
38,1651,874786854.0,1,468
38,2020,874786854.0,1,469
38,1387,874786854.0,1,470
38,1496,874786876.0,1,471
38,1666,874786876.0,1,472
154,1240,874786880.0,1,473
38,1347,874786897.0,1,474
38,1713,874786897.0,1,475
154,1534,874786903.0,1,476
38,1950,874786924.0,1,477
38,1177,874786924.0,1,478
38,1521,874786924.0,1,479
38,1315,874786924.0,1,480
154,997,874786926.0,1,481
38,1508,874786945.0,1,482
154,1484,874786950.0,1,483
38,967,874786964.0,1,484
154,1698,874786974.0,1,485
154,1056,874786993.0,1,486
38,1980,874787006.0,1,487
38,1294,874787006.0,1,488
154,1500,874787016.0,1,489
154,1400,874787017.0,1,490
38,1140,874787044.0,1,491
38,1080,874787044.0,1,492
154,1470,874787059.0,1,493
38,1095,874787065.0,1,494
38,1879,874787065.0,1,495
154,1402,874787083.0,1,496
38,1460,874787090.0,1,497
38,1507,874787091.0,1,498
38,1475,874787109.0,1,499
154,1188,874787116.0,1,500
154,1006,874787116.0,1,501
154,1282,874787144.0,1,502
38,1222,874787150.0,1,503
38,1957,874787150.0,1,504
38,1454,874787150.0,1,505
154,1020,874787162.0,1,506
38,1109,874787172.0,1,507
38,1411,874787172.0,1,508
38,1172,874787195.0,1,509
38,1050,874787195.0,1,510
154,1079,874787204.0,1,511
154,1110,874787204.0,1,512
38,1558,874787214.0,1,513
38,1837,874787237.0,1,514
154,952,874787256.0,1,515
154,2000,874787288.0,1,516
38,1111,874787300.0,1,517
154,1536,874787330.0,1,518
154,1375,874787330.0,1,519
154,1321,874787350.0,1,520
38,1515,874787353.0,1,521
38,1139,874787353.0,1,522
38,1716,874787353.0,1,523
38,1674,874787353.0,1,524
154,1722,874787370.0,1,525
38,1232,874787376.0,1,526
524,1476,874787387.0,1,527
38,1281,874787407.0,1,528
38,1533,874787407.0,1,529
38,1613,874787407.0,1,530
38,1241,874787407.0,1,531
154,977,874787410.0,1,532
38,1183,874787441.0,1,533
38,1062,874787441.0,1,534
38,1194,874787441.0,1,535
38,1415,874787441.0,1,536
38,1679,874787441.0,1,537
154,1175,874787449.0,1,538
38,1438,874787467.0,1,539
38,1147,874787467.0,1,540
38,1038,874787467.0,1,541
38,1144,874787496.0,1,542
38,1352,874787496.0,1,543
38,1505,874787496.0,1,544
38,1173,874787497.0,1,545
38,1323,874787526.0,1,546
38,1184,874787526.0,1,547
38,1234,874787526.0,1,548
38,1444,874787526.0,1,549
38,960,874787526.0,1,550
38,1217,874787549.0,1,551
38,1264,874787549.0,1,552
38,1300,874787549.0,1,553
154,1265,874787587.0,1,554
154,1723,874787647.0,1,555
154,1197,874787738.0,1,556
154,1517,874787774.0,1,557
154,1289,874787860.0,1,558
154,1379,874787861.0,1,559
154,1208,874788045.0,1,560
154,1005,874788187.0,1,561
154,1917,874788290.0,1,562
154,2066,874788318.0,1,563
154,1412,874788388.0,1,564
154,998,874788443.0,1,565
524,1197,874788566.0,1,566
524,1000,874788755.0,1,567
846,1119,874788804.0,1,568
524,2123,874788957.0,1,569
154,1551,874789001.0,1,570
846,1280,874789005.0,1,571
846,1921,874789084.0,1,572
846,1978,874789109.0,1,573
524,1742,874789155.0,1,574
154,1010,874789279.0,1,575
154,1697,874789279.0,1,576
154,1253,874789299.0,1,577
524,1487,874789332.0,1,578
524,952,874789474.0,1,579
524,2053,874789538.0,1,580
524,1499,874789704.0,1,581
524,1717,874789704.0,1,582
524,1770,874790439.0,1,583
524,1503,874790629.0,1,584
524,1467,874790629.0,1,585
38,1684,874790773.0,1,586
38,1567,874790773.0,1,587
38,2009,874790773.0,1,588
38,1277,874790801.0,1,589
524,1141,874790813.0,1,590
38,1367,874790826.0,1,591
38,1676,874790826.0,1,592
38,1692,874790855.0,1,593
38,1690,874790855.0,1,594
38,1787,874790875.0,1,595
38,1590,874790903.0,1,596
38,1310,874790903.0,1,597
38,1641,874790903.0,1,598
38,1001,874790926.0,1,599
524,2391,874790930.0,1,600
38,976,874790952.0,1,601
38,1579,874790972.0,1,602
38,1406,874790995.0,1,603
38,1135,874790996.0,1,604
38,964,874790996.0,1,605
524,2036,874790998.0,1,606
38,1023,874791025.0,1,607
38,947,874791025.0,1,608
38,1397,874791048.0,1,609
38,1349,874791101.0,1,610
38,953,874791101.0,1,611
38,1727,874791101.0,1,612
38,1228,874791101.0,1,613
38,1108,874791102.0,1,614
38,1436,874791102.0,1,615
38,1303,874791102.0,1,616
38,1006,874791123.0,1,617
38,2155,874791145.0,1,618
38,1188,874791145.0,1,619
38,1242,874791169.0,1,620
38,1334,874791169.0,1,621
38,1548,874791169.0,1,622
524,1701,874791172.0,1,623
38,1917,874791194.0,1,624
38,1267,874791194.0,1,625
38,1501,874791194.0,1,626
38,1065,874791194.0,1,627
38,1960,874791214.0,1,628
38,1036,874791236.0,1,629
38,1055,874791257.0,1,630
38,1375,874791297.0,1,631
38,1741,874791316.0,1,632
38,1486,874791339.0,1,633
38,1302,874791339.0,1,634
38,1559,874791383.0,1,635
38,1517,874791383.0,1,636
38,2532,874791383.0,1,637
38,1237,874791407.0,1,638
38,2137,874791407.0,1,639
524,1459,874791420.0,1,640
38,1464,874791444.0,1,641
38,1319,874791464.0,1,642
38,2234,874791487.0,1,643
38,2135,874791488.0,1,644
38,1953,874791506.0,1,645
524,2405,874791506.0,1,646
38,1952,874791527.0,1,647
38,1053,874791623.0,1,648
38,1160,874791623.0,1,649
38,991,874791623.0,1,650
38,1311,874791623.0,1,651
38,1333,874791623.0,1,652
38,1678,874791623.0,1,653
38,1037,874791667.0,1,654
38,1191,874791667.0,1,655
38,1165,874791667.0,1,656
38,1170,874791667.0,1,657
524,1327,874791671.0,1,658
38,1771,874791694.0,1,659
38,1229,874791695.0,1,660
38,1032,874791747.0,1,661
524,1992,874791786.0,1,662
524,1575,874791786.0,1,663
38,986,874791805.0,1,664
38,1500,874791805.0,1,665
38,1151,874791806.0,1,666
38,2139,874791806.0,1,667
38,1891,874791830.0,1,668
524,2200,874791850.0,1,669
38,1593,874791870.0,1,670
38,957,874791871.0,1,671
38,1535,874791871.0,1,672
38,1327,874791871.0,1,673
38,1123,874791871.0,1,674
38,1268,874791894.0,1,675
38,2212,874791894.0,1,676
38,981,874791932.0,1,677
38,1889,874791932.0,1,678
38,1382,874791960.0,1,679
38,977,874791960.0,1,680
38,1423,874791960.0,1,681
38,961,874791960.0,1,682
38,1493,874791960.0,1,683
524,2211,874791976.0,1,684
524,1661,874791976.0,1,685
38,1235,874791993.0,1,686
38,1778,874791993.0,1,687
38,1265,874791993.0,1,688
38,1251,874792018.0,1,689
38,1220,874792018.0,1,690
38,1193,874792018.0,1,691
524,1600,874792031.0,1,692
38,1664,874792040.0,1,693
38,1149,874792094.0,1,694
38,1009,874792094.0,1,695
38,1291,874792094.0,1,696
38,2184,874792094.0,1,697
38,1472,874792094.0,1,698
38,1628,874792118.0,1,699
38,1622,874792118.0,1,700
524,1793,874792142.0,1,701
38,1412,874792143.0,1,702
38,2056,874792143.0,1,703
38,1764,874792168.0,1,704
38,999,874792189.0,1,705
811,1039,874792194.0,1,706
38,952,874792216.0,1,707
524,1775,874792232.0,1,708
38,1272,874792237.0,1,709
38,1897,874792277.0,1,710
38,1833,874792277.0,1,711
811,1937,874792285.0,1,712
811,993,874792285.0,1,713
38,1378,874792310.0,1,714
38,1708,874792310.0,1,715
38,1276,874792310.0,1,716
38,1557,874792366.0,1,717
38,1045,874792366.0,1,718
38,1343,874792366.0,1,719
38,1161,874792366.0,1,720
811,1033,874792369.0,1,721
811,1077,874792369.0,1,722
38,1255,874792401.0,1,723
38,966,874792401.0,1,724
38,990,874792402.0,1,725
38,1200,874792402.0,1,726
38,1175,874792402.0,1,727
811,1117,874792403.0,1,728
38,1046,874792435.0,1,729
38,1105,874792435.0,1,730
38,1091,874792436.0,1,731
38,1745,874792436.0,1,732
38,1100,874792436.0,1,733
38,1388,874792436.0,1,734
38,1448,874792436.0,1,735
811,1084,874792442.0,1,736
38,1020,874792483.0,1,737
38,950,874792483.0,1,738
38,1152,874792483.0,1,739
38,1056,874792483.0,1,740
38,1844,874792483.0,1,741
38,1400,874792483.0,1,742
811,1558,874792491.0,1,743
811,1021,874792491.0,1,744
38,1370,874792519.0,1,745
38,1702,874792520.0,1,746
38,1402,874792520.0,1,747
38,1381,874792520.0,1,748
38,998,874792520.0,1,749
38,2181,874792520.0,1,750
811,996,874792521.0,1,751
811,1350,874792521.0,1,752
38,1261,874792547.0,1,753
38,1414,874792547.0,1,754
38,1163,874792547.0,1,755
38,1317,874792547.0,1,756
38,1058,874792547.0,1,757
811,1331,874792570.0,1,758
811,1879,874792570.0,1,759
38,1487,874792574.0,1,760
38,1312,874792574.0,1,761
38,1240,874792574.0,1,762
811,1246,874792591.0,1,763
38,1420,874792601.0,1,764
38,1483,874792601.0,1,765
38,1842,874792634.0,1,766
38,1572,874792634.0,1,767
38,1712,874792634.0,1,768
38,1467,874792634.0,1,769
38,1870,874792634.0,1,770
38,1361,874792634.0,1,771
811,1521,874792650.0,1,772
38,1094,874792663.0,1,773
38,1086,874792663.0,1,774
38,975,874792663.0,1,775
38,1155,874792663.0,1,776
38,1305,874792663.0,1,777
38,1457,874792663.0,1,778
38,1057,874792663.0,1,779
38,1338,874792692.0,1,780
38,1830,874792692.0,1,781
38,1159,874792692.0,1,782
38,1019,874792692.0,1,783
38,1005,874792692.0,1,784
38,1098,874792692.0,1,785
38,1282,874792692.0,1,786
811,2238,874792698.0,1,787
38,1258,874792711.0,1,788
38,1365,874792745.0,1,789
38,1067,874792745.0,1,790
38,2167,874792745.0,1,791
811,1347,874792752.0,1,792
811,1064,874792752.0,1,793
38,2206,874792767.0,1,794
38,2030,874792767.0,1,795
811,961,874792778.0,1,796
38,1829,874792793.0,1,797
38,1672,874792794.0,1,798
38,1827,874792794.0,1,799
811,968,874792813.0,1,800
811,1725,874792813.0,1,801
811,1012,874792835.0,1,802
38,1760,874792839.0,1,803
38,1453,874792839.0,1,804
38,994,874792839.0,1,805
38,970,874792839.0,1,806
811,1496,874792860.0,1,807
38,1162,874792870.0,1,808
38,1488,874792870.0,1,809
38,1289,874792870.0,1,810
38,1103,874792870.0,1,811
38,1253,874792870.0,1,812
38,1000,874792870.0,1,813
811,1203,874792889.0,1,814
811,1047,874792889.0,1,815
38,1368,874792907.0,1,816
38,1079,874792907.0,1,817
38,1377,874792907.0,1,818
38,1424,874792907.0,1,819
38,1627,874792907.0,1,820
38,1329,874792945.0,1,821
38,1821,874792945.0,1,822
38,1216,874792969.0,1,823
38,1779,874792969.0,1,824
38,1819,874792989.0,1,825
811,1080,874793022.0,1,826
811,1288,874793022.0,1,827
811,1222,874793022.0,1,828
38,1138,874793035.0,1,829
38,1099,874793035.0,1,830
38,2376,874793035.0,1,831
38,1176,874793035.0,1,832
811,1027,874793049.0,1,833
38,2039,874793062.0,1,834
38,1408,874793062.0,1,835
38,1607,874793092.0,1,836
38,971,874793118.0,1,837
811,1308,874793130.0,1,838
811,1134,874793196.0,1,839
38,1087,874793198.0,1,840
811,967,874793218.0,1,841
811,1095,874793218.0,1,842
811,1144,874793368.0,1,843
811,1352,874793418.0,1,844
811,1415,874793469.0,1,845
811,1981,874793469.0,1,846
811,1515,874793517.0,1,847
811,1184,874793517.0,1,848
811,1100,874793517.0,1,849
811,1118,874793517.0,1,850
811,973,874793574.0,1,851
811,1404,874793574.0,1,852
811,1849,874793574.0,1,853
811,1183,874793649.0,1,854
811,1010,874793649.0,1,855
811,1182,874793649.0,1,856
811,1045,874793773.0,1,857
811,1566,874793773.0,1,858
811,1785,874793773.0,1,859
811,1511,874793806.0,1,860
811,1160,874793847.0,1,861
811,975,874793847.0,1,862
811,1264,874793848.0,1,863
811,1393,874793848.0,1,864
811,1081,874793848.0,1,865
524,1096,874793852.0,1,866
811,1044,874793898.0,1,867
811,1400,874793898.0,1,868
811,1185,874793898.0,1,869
811,970,874793898.0,1,870
811,1367,874793933.0,1,871
811,1253,874793969.0,1,872
524,1938,874794386.0,1,873
524,1276,874794386.0,1,874
38,1534,874795448.0,1,875
38,1462,874795500.0,1,876
38,1379,874795538.0,1,877
38,1603,874795574.0,1,878
38,1752,874795613.0,1,879
38,980,874795613.0,1,880
524,2415,874795634.0,1,881
38,1839,874795637.0,1,882
38,1413,874795637.0,1,883
38,1295,874795704.0,1,884
38,1808,874795704.0,1,885
38,2096,874795729.0,1,886
38,1883,874795729.0,1,887
38,1116,874795751.0,1,888
38,1686,874795772.0,1,889
38,1503,874795772.0,1,890
38,1701,874795795.0,1,891
38,1629,874795795.0,1,892
38,1948,874795795.0,1,893
38,962,874795823.0,1,894
38,1439,874795823.0,1,895
38,1141,874795823.0,1,896
38,2264,874795823.0,1,897
38,1243,874795868.0,1,898
38,1506,874795888.0,1,899
38,1143,874795928.0,1,900
38,1179,874795949.0,1,901
524,1458,874795951.0,1,902
38,1634,874795988.0,1,903
38,1236,874795988.0,1,904
38,1935,874796116.0,1,905
524,2141,874796151.0,1,906
38,2214,874796201.0,1,907
38,1090,874796373.0,1,908
38,958,874796373.0,1,909
38,1650,874796373.0,1,910
524,2477,874796400.0,1,911
38,1934,874796412.0,1,912
38,1259,874796412.0,1,913
38,2127,874796412.0,1,914
524,1572,874796421.0,1,915
19,1441,874805453.0,1,916
19,1004,874805453.0,1,917
19,1061,874805577.0,1,918
19,1275,874805610.0,1,919
19,1021,874805668.0,1,920
19,1299,874805699.0,1,921
19,1445,874805699.0,1,922
19,1396,874805768.0,1,923
19,996,874805804.0,1,924
19,1446,874805804.0,1,925
19,1820,874805804.0,1,926
19,1125,874805860.0,1,927
19,1301,874805860.0,1,928
19,1588,874805892.0,1,929
19,1210,874805892.0,1,930
19,1186,874805892.0,1,931
19,1326,874805893.0,1,932
19,1249,874805927.0,1,933
19,1509,874805927.0,1,934
19,1714,874805927.0,1,935
19,1478,874805927.0,1,936
19,1308,874805927.0,1,937
